client_id,visitor_id,completed,duration,age,clnt_tenure,last_step,completed_numeric
154150,637523864_82283430316,yes,2.35,40.0,19 years ,confirm,1
154458,94536020_71398295714,no,-18219.77,42.0,6 years ,step_3,0
154640,523509952_36934278587,yes,3.67,38.5,15 years ,confirm,1
154658,935510638_27156865432,no,0.25,48.0,11 years ,step_1,0
155526,826203203_42951411639,yes,2.47,66.5,21 years ,confirm,1
156894,698688123_5632026070,no,0.52,69.0,5 years ,step_1,0
156945,408934224_67728575217,no,,66.0,28 years ,,0
157852,587460095_42905780731,no,1.03,59.0,23 years ,step_2,0
157871,137553111_41780892291,no,-4.13,35.0,15 years ,step_1,0
157871,38722703_94415399976,no,0.33,35.0,15 years ,step_1,0
159268,435857651_99177186625,yes,6.27,61.5,22 years ,confirm,1
159617,899737723_42575128015,yes,3.65,43.5,12 years ,confirm,1
159823,928654858_52712294551,no,0.98,65.5,5 years ,step_1,0
159823,973841705_49032031915,yes,8.45,65.5,5 years ,confirm,1
160085,421165506_92804473835,no,0.92,57.0,19 years ,step_2,0
160466,613189111_77187281373,yes,28.17,54.5,20 years ,confirm,1
160466,831323093_85084191071,no,9.12,54.5,20 years ,step_3,0
160616,169279453_69713296821,yes,7.45,49.5,9 years ,confirm,1
160938,201793024_85378737060,no,1.98,62.0,13 years ,step_1,0
161074,117950745_16416158968,no,2.28,23.0,4 years ,step_3,0
161108,136571239_91229074754,no,0.9,40.0,13 years ,step_2,0
161127,729215489_62754507499,yes,7.32,48.5,14 years ,confirm,1
161491,599042390_68732873236,no,,42.5,13 years ,,0
161491,765654469_31935942002,yes,8.38,42.5,13 years ,confirm,1
161792,576817222_65407577573,no,-231.2,64.0,7 years ,step_1,0
162575,263192484_93650215896,yes,3.18,46.0,20 years ,confirm,1
165301,899213296_49259160836,yes,-1889.27,67.5,6 years ,confirm,1
165428,407137411_41316206788,yes,6.55,51.5,8 years ,confirm,1
165890,669910984_94169102270,yes,7.88,49.5,5 years ,confirm,1
166289,641072540_4459848010,yes,9.08,75.0,11 years ,confirm,1
166702,837586551_64926189158,yes,4.15,30.0,21 years ,confirm,1
166715,128234_95881530205,no,2.75,68.0,5 years ,step_3,0
167496,445217578_8917253429,no,-0.73,59.0,7 years ,step_3,0
168727,280777739_66931277449,yes,1.3,30.0,11 years ,confirm,1
168940,39038569_40188771848,no,-0.05,31.0,8 years ,step_2,0
170507,84733333_72833030279,yes,6.75,67.5,24 years ,confirm,1
170660,505024126_55877288060,yes,-0.72,22.5,4 years ,confirm,1
170865,281586358_46570748246,yes,4.53,33.0,6 years ,confirm,1
170895,986582298_18281157568,yes,5.03,49.5,4 years ,confirm,1
170896,238399402_45345053025,yes,5.9,66.5,17 years ,confirm,1
173084,130994855_9267162041,no,-0.15,25.0,9 years ,step_1,0
173122,394598523_25278376471,yes,2.47,44.0,15 years ,confirm,1
173784,104282300_70424440403,no,1.55,38.0,5 years ,step_3,0
173784,124822436_24508995359,yes,1.83,38.0,5 years ,confirm,1
174360,843276922_23383891490,no,,30.0,14 years ,,0
174800,791943204_12979847770,yes,2.17,51.5,12 years ,confirm,1
174806,868803338_10362077899,yes,3.55,32.5,3 years ,confirm,1
175033,585738049_20238015557,yes,12.35,41.5,5 years ,confirm,1
175128,286018630_70754185238,no,-3.42,49.0,7 years ,step_2,0
175196,327486508_8797531557,no,0.45,19.0,5 years ,step_2,0
175784,739211391_28638698419,yes,6.18,76.5,26 years ,confirm,1
176808,114792305_62055563374,yes,2.62,49.5,5 years ,confirm,1
177581,23376705_15713029791,yes,6.7,47.5,30 years ,confirm,1
177876,311801388_68836572893,yes,1.75,19.5,6 years ,confirm,1
177990,64145939_96274980453,yes,17.7,20.5,5 years ,confirm,1
178493,409805848_9529911902,yes,9.68,62.5,16 years ,confirm,1
178853,87983357_83786385363,no,,52.0,5 years ,,0
179027,9060531_53673085513,no,0.07,35.0,7 years ,step_1,0
179076,514747686_57850340762,yes,10.92,39.5,15 years ,confirm,1
179489,158783814_50343106738,yes,3.0,42.5,16 years ,confirm,1
180142,550203880_76144302696,yes,5.63,53.5,4 years ,confirm,1
180381,541357931_95608724406,yes,7.13,51.5,9 years ,confirm,1
180404,401587967_22660305527,yes,2.9,26.5,11 years ,confirm,1
180953,320735932_89341003805,yes,-0.7,62.0,28 years ,confirm,1
180953,443342549_63744145430,no,,62.0,28 years ,,0
182574,612258785_20514586574,yes,4.83,43.5,6 years ,confirm,1
182575,907441670_37480329965,no,5.37,69.0,27 years ,step_3,0
182591,617637407_87669657541,no,2.23,73.0,19 years ,step_3,0
183287,389770536_21916526827,yes,1.68,25.5,4 years ,confirm,1
183399,348564832_12142209926,yes,7.05,53.5,5 years ,confirm,1
183713,266429455_58316287004,no,,51.0,24 years ,,0
183855,994545451_4389975267,yes,12.28,36.5,12 years ,confirm,1
184211,49287014_29757242276,yes,3.17,25.0,5 years ,confirm,1
184211,68821728_90019804672,no,,25.0,5 years ,,0
184963,772939797_42342242539,yes,1.37,31.0,5 years ,confirm,1
185553,129325964_97260991805,no,,67.0,5 years ,,0
185553,358025551_85668218385,no,1.63,67.0,5 years ,step_1,0
185881,634189203_45985046768,yes,6.15,45.5,11 years ,confirm,1
186246,973216426_2890139222,yes,3.23,55.5,12 years ,confirm,1
186612,340621471_80639122999,yes,3.38,44.5,5 years ,confirm,1
187837,824327020_10372883807,yes,2.73,38.5,13 years ,confirm,1
187901,577062211_67956533259,yes,2.28,66.0,11 years ,confirm,1
188427,427363502_47023973505,yes,6.78,54.5,8 years ,confirm,1
188807,542904725_58442083871,no,2.48,68.0,5 years ,step_3,0
189053,840239916_85370810041,yes,7.48,67.5,8 years ,confirm,1
189267,647128697_99813483094,yes,1.87,54.0,21 years ,confirm,1
189299,307690259_72694380697,yes,3.78,60.5,27 years ,confirm,1
189571,302133762_72115601052,yes,1.72,36.5,15 years ,confirm,1
190197,922114257_89466820689,yes,9.33,71.5,15 years ,confirm,1
191373,197520091_98030642751,yes,6.27,65.5,13 years ,confirm,1
191749,529356271_35645067993,yes,3.07,52.5,20 years ,confirm,1
193054,528725177_1094975346,no,,46.5,16 years ,confirm,0
193613,832546525_84565059633,no,,40.0,17 years ,,0
193835,912015113_64821940713,yes,3.13,84.5,27 years ,confirm,1
194329,50362969_24076134657,yes,2.27,55.5,17 years ,confirm,1
194686,461664170_12582927580,yes,15.72,68.5,9 years ,confirm,1
195310,950458511_5074986019,yes,4.35,49.5,10 years ,confirm,1
195446,269132825_13485605610,yes,6.4,26.5,8 years ,confirm,1
195714,532163966_18520578495,yes,2.13,59.5,22 years ,confirm,1
196053,700093487_13236519942,yes,2.45,32.5,13 years ,confirm,1
196103,111222193_69109143899,yes,5.52,30.5,6 years ,confirm,1
196286,974145946_5775804423,yes,2.95,65.0,16 years ,confirm,1
196675,244179683_95128036302,yes,-4129.68,63.5,6 years ,confirm,1
196865,41877629_81873711472,no,,46.0,12 years ,,0
197335,790540588_32312672253,no,,52.0,11 years ,,0
197518,237835666_40541585579,yes,4.08,53.0,8 years ,confirm,1
197955,810667224_36329511292,no,,67.0,17 years ,,0
198773,16957609_81384614843,no,-0.53,52.0,17 years ,step_1,0
198857,226998790_60889692694,yes,1.57,36.0,14 years ,confirm,1
198932,324128208_14447527161,yes,2.32,38.0,14 years ,confirm,1
198932,99151920_74278554085,no,3.38,38.0,14 years ,step_3,0
200352,657487617_5753401821,yes,8.67,71.5,34 years ,confirm,1
200372,930827149_35516532170,yes,-20.88,63.5,28 years ,confirm,1
200604,274303550_80971079648,yes,2.35,63.0,8 years ,confirm,1
201225,429159140_97685267443,no,3.47,38.0,10 years ,step_2,0
201392,709408265_92028572918,yes,-76.92,66.5,21 years ,confirm,1
202856,115607633_99474986527,yes,4.83,49.5,23 years ,confirm,1
202865,601478975_3563223995,yes,-1349.53,20.5,21 years ,confirm,1
202925,763426560_38877854496,no,6.55,66.0,4 years ,step_3,0
203427,244629711_68620005412,no,0.73,85.0,19 years ,step_1,0
203702,528713740_4449687601,no,0.57,39.0,13 years ,step_2,0
204212,705619107_77845041778,yes,-5.95,39.0,13 years ,confirm,1
204361,177961268_21782998489,yes,2.77,33.5,11 years ,confirm,1
204496,501402433_55226362001,no,,23.0,19 years ,,0
204496,763476631_29886920128,no,-0.18,23.0,19 years ,step_1,0
206829,619237466_23185700224,yes,-7108.67,58.5,5 years ,confirm,1
207299,121700082_96371384021,yes,3.02,47.5,25 years ,confirm,1
207416,403990359_63481841760,yes,3.97,37.5,4 years ,confirm,1
207721,427322348_72299125519,yes,1.6,27.0,25 years ,confirm,1
208237,342463263_38452662813,yes,2.85,34.0,7 years ,confirm,1
208307,288774909_67609587404,no,2.98,61.0,20 years ,step_3,0
208722,832417734_41723555442,no,0.9,57.0,6 years ,step_2,0
209090,41537354_43790261605,no,0.72,38.0,13 years ,step_2,0
209090,421864215_28899820238,no,0.25,38.0,13 years ,step_2,0
209511,640914429_18469926120,yes,1.75,36.5,4 years ,confirm,1
209532,210590530_34990553604,no,,69.0,15 years ,,0
210347,815074738_71242633720,yes,3.35,60.5,15 years ,confirm,1
210473,786100068_79796650141,yes,4.22,45.5,6 years ,confirm,1
211709,905887292_7880146484,yes,9.1,35.5,6 years ,confirm,1
211786,9307870_41356189071,no,0.5,35.0,15 years ,step_1,0
212071,232571229_38940854064,no,,40.5,16 years ,,0
212071,471668414_1909840078,yes,-9.72,40.5,16 years ,confirm,1
212071,801859633_47277643039,no,,40.5,16 years ,,0
213870,571293908_22200830830,no,,53.0,7 years ,,0
214594,564812832_68170704494,yes,2.57,26.5,5 years ,confirm,1
214786,635820522_45993924476,no,0.15,64.0,5 years ,step_2,0
214944,72525568_35365234597,no,,43.0,6 years ,,0
214998,202420127_82695893995,yes,4.38,45.0,21 years ,confirm,1
215880,463400213_5879266658,no,0.32,40.0,8 years ,step_2,0
216445,387885125_23275877724,yes,1.48,56.0,10 years ,confirm,1
217500,114025672_14535534403,yes,3.9,33.5,12 years ,confirm,1
218903,695166524_52126817849,no,,61.0,8 years ,,0
219230,59066640_29544579052,no,-0.22,39.0,11 years ,step_1,0
219306,252964355_17950796984,yes,1.62,23.5,4 years ,confirm,1
219851,72806850_92358819108,yes,7.13,26.5,5 years ,confirm,1
220394,556364200_85995130143,yes,4.3,27.5,5 years ,confirm,1
220644,696862742_88924444953,yes,8.9,62.5,6 years ,confirm,1
220901,316409456_21422433055,yes,2.78,59.0,5 years ,confirm,1
221354,307143235_51914923330,yes,5.55,66.5,12 years ,confirm,1
221558,741847355_2520580662,yes,4.48,32.0,6 years ,confirm,1
221734,588157783_58873055905,yes,4.97,56.5,5 years ,confirm,1
221775,633626914_85380106860,no,,58.0,21 years ,,0
222315,164658124_85273105403,no,0.07,32.0,10 years ,step_1,0
222315,380837691_24583903140,no,4.35,32.0,10 years ,step_2,0
222726,390470668_99139775005,yes,8.85,41.5,14 years ,confirm,1
223224,114302397_30522849736,yes,13.27,30.5,5 years ,confirm,1
224102,861669491_97862588013,yes,19.02,64.5,16 years ,confirm,1
225062,140097257_18030694862,no,0.12,38.0,9 years ,step_1,0
225103,397548786_54907555703,yes,4.63,32.5,7 years ,confirm,1
225368,800344832_12200809134,no,1.0,31.0,12 years ,step_2,0
225675,476563902_74842546774,no,-34404.28,47.0,21 years ,step_2,0
225928,788032472_91493303365,yes,3.83,32.5,15 years ,confirm,1
226234,158802373_4221992159,yes,11.33,47.0,4 years ,confirm,1
226403,923247653_81049496734,no,-1.98,40.0,10 years ,step_2,0
226840,278493787_42377337044,no,,41.0,10 years ,,0
227083,839417000_63449387487,no,14.98,52.0,29 years ,step_3,0
227629,880564464_85429908085,yes,6.8,54.5,23 years ,confirm,1
227629,893151079_78337882030,no,,54.5,23 years ,,0
229242,909362561_50779895314,yes,6.67,52.5,7 years ,confirm,1
229500,116889117_33387116373,yes,5.65,35.0,13 years ,confirm,1
229500,706544525_38798025884,no,0.25,35.0,13 years ,step_1,0
229701,182966650_42225821932,yes,0.82,59.0,4 years ,confirm,1
230117,503175671_12096312230,no,0.98,49.0,21 years ,step_2,0
230492,129489316_74054658942,yes,5.73,40.5,13 years ,confirm,1
230560,955478619_98663200122,yes,2.65,40.5,13 years ,confirm,1
230950,646584897_89675936680,yes,4.58,40.5,15 years ,confirm,1
233249,965464147_80657573227,yes,4.75,64.0,12 years ,confirm,1
233601,372495191_38101831955,yes,2.02,40.5,18 years ,confirm,1
233799,627071036_26605301266,yes,3.18,41.5,13 years ,confirm,1
233965,802239301_26503513388,yes,1.5,21.5,7 years ,confirm,1
234491,635073333_49479368157,no,1.47,41.0,13 years ,step_3,0
235331,721633434_99993660771,yes,21.6,86.5,13 years ,confirm,1
236486,626449238_55021130566,yes,2.93,18.5,4 years ,confirm,1
236546,441396526_68718737723,yes,3.68,62.5,5 years ,confirm,1
237182,953181723_60418221573,no,-41056.27,23.0,4 years ,step_3,0
237500,518716041_31351912765,no,,53.0,14 years ,,0
237525,726509651_26862948422,yes,7.93,34.5,12 years ,confirm,1
237822,259357791_60970462694,no,-0.08,55.0,7 years ,step_1,0
237822,26836923_59285755890,no,-0.78,55.0,7 years ,step_2,0
237822,381428540_48829535305,no,,55.0,7 years ,,0
237822,401338971_74696433782,yes,3219.9,55.0,7 years ,confirm,1
237822,757152645_21072627261,no,,55.0,7 years ,confirm,0
237822,985177785_11022682748,yes,913.97,55.0,7 years ,confirm,1
237927,541637407_61678104960,yes,4.15,83.5,16 years ,confirm,1
238154,343227777_40226594706,yes,3.57,52.5,14 years ,confirm,1
238320,497375935_23369467761,no,,43.0,15 years ,,0
238490,75934579_65566463626,yes,2.33,23.0,4 years ,confirm,1
238672,200113837_90233034634,no,,54.0,7 years ,,0
238874,756077042_84576942889,no,0.78,60.0,15 years ,step_3,0
239136,423925522_55660330276,yes,9.65,67.5,8 years ,confirm,1
239685,242441542_52152770956,no,-12733.9,61.0,21 years ,step_3,0
239772,161928823_42505326072,yes,3.48,31.5,8 years ,confirm,1
239815,660377821_72191160383,yes,1.2,51.5,4 years ,confirm,1
240288,943829211_89477580447,yes,2.08,28.5,6 years ,confirm,1
240400,703475898_33949401397,yes,3.8,51.0,17 years ,confirm,1
240468,613777970_77457214766,yes,11.08,75.5,22 years ,confirm,1
241057,10662906_1269825680,yes,2.07,61.0,28 years ,confirm,1
241057,681915520_83870431876,no,,61.0,28 years ,confirm,0
241571,675313663_44356115855,yes,7.3,68.5,4 years ,confirm,1
242019,115719441_78353490420,no,2.87,25.0,7 years ,step_1,0
242241,301508761_39405736699,no,0.42,38.0,11 years ,step_1,0
242262,517252154_67279622015,yes,4.9,62.5,8 years ,confirm,1
242792,697259552_38812084035,no,,48.0,11 years ,,0
242833,619845913_58282751646,yes,-1.37,19.5,4 years ,confirm,1
242922,139062122_27985310264,yes,3.42,48.5,15 years ,confirm,1
244304,689759147_21118158051,yes,3.22,45.0,13 years ,confirm,1
244897,12304923_98223149317,no,2.6,69.0,13 years ,step_3,0
244897,785058563_66896017036,no,1.37,69.0,13 years ,step_1,0
245270,359756197_46870119325,yes,4.25,33.5,15 years ,confirm,1
245646,12977964_19591216230,yes,4.2,45.5,5 years ,confirm,1
246911,516878058_84783775000,yes,2.95,48.5,13 years ,confirm,1
247432,203573611_96264963240,no,-1.28,57.0,9 years ,step_2,0
248347,199347077_5881350286,no,,46.0,12 years ,,0
248485,279871449_58997076630,yes,5.78,48.5,11 years ,confirm,1
249333,55294740_47877090845,yes,2.05,45.5,12 years ,confirm,1
249680,601701210_85343834645,no,1.75,61.0,13 years ,step_3,0
249743,297156285_12739138710,no,,51.0,12 years ,,0
249743,441620356_75772448171,yes,2.87,51.0,12 years ,confirm,1
250165,880941755_79340217208,yes,1.55,24.5,7 years ,confirm,1
250277,659728893_1446538996,no,0.12,20.0,6 years ,step_1,0
250763,631871166_36050796509,yes,1.55,32.5,4 years ,confirm,1
251184,860896746_30718596739,yes,24.22,60.5,13 years ,confirm,1
251242,973576912_50142897023,no,-0.88,74.0,8 years ,step_1,0
251479,678298305_43404337491,no,0.63,48.0,12 years ,step_1,0
251727,154477191_46304692746,no,0.12,32.0,4 years ,step_1,0
252002,67688218_33061464406,yes,1.52,25.5,7 years ,confirm,1
252042,589293252_2893508066,no,4.38,22.0,10 years ,step_2,0
252085,240938291_80337344656,no,,76.0,14 years ,,0
252509,488156849_63389663798,yes,2.65,64.0,21 years ,confirm,1
252744,803120068_14037079217,no,,34.0,13 years ,,0
253737,320240506_86794718451,yes,5.5,26.0,9 years ,confirm,1
253737,552975116_41445163612,no,,26.0,9 years ,,0
253737,612406660_53942010432,no,1.38,26.0,9 years ,step_2,0
253737,961416500_18322764378,no,,26.0,9 years ,,0
253977,386175382_72120143946,yes,4.37,62.5,5 years ,confirm,1
254266,455034318_43993923284,yes,9.8,46.5,21 years ,confirm,1
254491,561358510_54485514677,yes,8.37,53.5,5 years ,confirm,1
254529,138871593_58014342080,no,0.15,66.5,20 years ,step_1,0
254529,975154193_57447280342,yes,2.25,66.5,20 years ,confirm,1
254909,461846734_38329933620,yes,-8699.77,55.5,9 years ,confirm,1
255668,578741057_78860487470,no,15.8,37.0,4 years ,step_2,0
255743,270116590_6556610113,yes,7.87,58.5,3 years ,confirm,1
256199,166777164_29051187085,no,,56.0,13 years ,,0
256199,709645339_97235097801,no,-1428.2,56.0,13 years ,step_3,0
256308,190967946_13875588438,no,,68.0,11 years ,,0
256318,316871902_67198684092,yes,2.83,31.0,9 years ,confirm,1
256853,730354965_99718389878,no,9.02,81.0,9 years ,step_2,0
257411,597851785_58174915121,no,,76.0,25 years ,,0
257597,574420198_27966265414,yes,7.75,61.5,22 years ,confirm,1
258198,437986009_1683029200,yes,3.17,55.5,22 years ,confirm,1
258563,226297050_90171932525,no,0.1,60.0,4 years ,step_3,0
258829,281660711_60403751536,yes,15.27,69.5,22 years ,confirm,1
259061,1309939_62875749735,no,1.02,26.0,12 years ,step_2,0
259061,598679779_52567336816,yes,15.77,26.0,12 years ,confirm,1
259424,431113877_56496426805,no,,45.0,17 years ,,0
260054,265389907_24414928727,no,0.85,58.0,18 years ,step_2,0
260054,745239796_84963359982,no,,58.0,18 years ,,0
261440,873311908_37137541273,no,,47.0,7 years ,,0
261857,150898611_49624738388,no,,57.0,20 years ,,0
262054,138014531_31324341890,yes,1.13,40.0,19 years ,confirm,1
262201,862130749_36593423031,no,,57.0,5 years ,,0
262535,189410304_34664004197,yes,4.92,23.5,6 years ,confirm,1
262591,806181633_11991822562,no,-0.05,69.0,9 years ,step_1,0
263217,417778244_23135194138,yes,9.25,66.5,12 years ,confirm,1
266183,734320758_91326099805,yes,6.12,62.5,8 years ,confirm,1
266497,741828312_14462623044,no,,64.0,24 years ,,0
266635,502700720_42564539244,no,1.32,28.0,8 years ,step_2,0
267117,905658668_60441538068,no,,56.0,6 years ,,0
267299,397113720_59951878152,yes,9.18,64.5,15 years ,confirm,1
267397,998247479_53970201212,no,,64.0,16 years ,,0
267446,622969019_58020045572,yes,2.8,67.0,7 years ,confirm,1
267576,299083901_12751100985,no,-4.27,38.0,14 years ,step_2,0
267576,651118048_2664647633,no,,38.0,14 years ,,0
267576,977087696_2690187528,yes,5.08,38.0,14 years ,confirm,1
268386,349555958_96717590380,yes,3.15,21.5,3 years ,confirm,1
268441,460679432_76109748225,yes,7.13,29.5,14 years ,confirm,1
268509,152169487_66310603758,no,3.37,59.0,11 years ,step_3,0
268845,286626599_49533689440,no,,46.0,16 years ,,0
268908,810351007_52230867819,yes,3.57,51.0,9 years ,confirm,1
268972,346720375_11920300795,yes,-4427.12,59.5,10 years ,confirm,1
269352,461720429_54799760661,yes,3.05,34.5,17 years ,confirm,1
269373,656839043_12937549810,yes,2.8,44.5,16 years ,confirm,1
269520,829627532_88292023477,yes,12.83,56.5,14 years ,confirm,1
269636,127478610_63202852607,yes,4.45,36.5,6 years ,confirm,1
270527,607365344_30180905349,yes,16.87,70.5,31 years ,confirm,1
270682,524403370_40482929649,yes,2.87,61.5,4 years ,confirm,1
271577,725068043_84693371832,yes,17.15,42.5,9 years ,confirm,1
271955,737970959_49727189919,yes,5.57,32.0,7 years ,confirm,1
272924,505418159_40595124134,no,0.68,36.0,14 years ,step_3,0
272934,227827901_46893415084,yes,3.93,58.5,5 years ,confirm,1
273258,222608196_38948614912,no,24.67,25.0,10 years ,step_3,0
273319,195635495_75734781034,yes,1.33,56.5,8 years ,confirm,1
273319,650215368_18713001942,no,0.07,56.5,8 years ,step_1,0
273872,993395328_68949815147,yes,6.8,21.5,25 years ,confirm,1
274222,656552147_48149139875,no,-2.75,54.0,20 years ,step_1,0
274453,25690529_20122912442,yes,11.83,59.5,8 years ,confirm,1
274798,583424611_8421749803,yes,2.35,32.5,12 years ,confirm,1
274816,942058220_33159833957,no,,60.0,19 years ,,0
277251,634898504_79200600358,yes,1.98,30.0,11 years ,confirm,1
277560,913407302_46311875940,no,2.08,60.0,4 years ,step_3,0
277875,806394456_26621678035,no,,62.0,7 years ,,0
278834,612579499_59988618065,no,1.35,27.0,9 years ,step_3,0
278866,202558708_31306231455,no,,68.0,12 years ,,0
280640,838880803_5043202078,no,1.35,54.0,14 years ,step_2,0
280950,470029777_60084320146,no,,53.0,16 years ,,0
282077,916665488_2280440097,yes,4.23,34.5,12 years ,confirm,1
282081,969646002_95182892398,yes,56002.37,50.5,30 years ,confirm,1
282393,725253018_17430461864,yes,5.5,44.0,25 years ,confirm,1
